"","genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count","species_count","RatioDisagree"
"24023","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"24024","Bombus","research",TRUE,"Red-belted Bumble Bee",0,3,56,0
"24025","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24026","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24027","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24028","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24029","Bombus","research",TRUE,"Half-black Bumble Bee",0,2,56,0
"24030","Bombus","research",TRUE,"Red-belted Bumble Bee",0,3,56,0
"24031","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24032","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24033","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24034","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24035","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24036","Bombus","research",TRUE,"Half-black Bumble Bee",0,2,56,0
"24037","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24038","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24039","Bombus","research",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1,56,0
"24040","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24041","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24042","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24043","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24044","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24045","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24046","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24047","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24048","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24049","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24050","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24051","Melissodes","needs_id",TRUE,"Melissodes",0,2,21,0
"24052","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24053","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24054","Melissodes","needs_id",TRUE,"Melissodes illatus",0,1,21,0
"24055","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24056","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24057","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24058","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24059","Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,1,56,0
"24060","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24061","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24062","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1,56,0
"24063","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24064","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1,56,0
"24065","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24066","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24067","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24068","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24069","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24070","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24071","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"24072","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,3,56,0
"24073","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24074","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24075","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24076","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24077","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24078","Bombus","research",TRUE,"Perplexing Bumble Bee",0,3,56,0
"24079","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2,56,0
"24080","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24081","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24082","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24083","Bombus","research",TRUE,"Half-black Bumble Bee",0,2,56,0
"24084","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24085","Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",1,3,56,0.333333333333333
"24086","Melissodes","needs_id",TRUE,"Eumelissodes",0,3,21,0
"24087","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24088","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24089","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24090","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24091","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24092","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24093","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,3,56,0
"24094","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24095","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24096","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24097","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24098","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,3,56,0
"24099","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24100","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24101","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"24102","Bombus","needs_id",TRUE,"Pyrobombus",0,3,56,0
"24103","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24104","Nomada","needs_id",TRUE,"Nomad Bees",0,4,33,0
"24105","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24106","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24107","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24108","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24109","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24110","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24111","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24112","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24113","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24114","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24115","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24116","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24117","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24118","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24119","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24120","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24121","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24122","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24123","Bombus","research",TRUE,"Bombus sylvicola",0,1,56,0
"24124","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24125","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24126","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24127","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,3,56,0
"24128","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24129","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24130","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24131","Bombus","casual",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"24132","Melissodes","needs_id",TRUE,"Eumelissodes",0,2,21,0
"24133","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24134","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24135","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24136","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24137","Bombus","needs_id",FALSE,NA,0,0,56,NA
"24138","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24139","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24140","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24141","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24142","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24143","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24144","Apis","research",TRUE,"Western Honey Bee",0,4,1,0
"24145","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24146","Apis","casual",FALSE,NA,0,0,1,NA
"24147","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24148","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24149","Apis","research",TRUE,"Western Honey Bee",0,4,1,0
"24150","Bombus","research",TRUE,"Forest Bumble Bee",0,1,56,0
"24151","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24152","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24153","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24154","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24155","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24156","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24157","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24158","Bombus","casual",FALSE,NA,0,0,56,NA
"24159","Bombus","casual",TRUE,"Bumble Bees",0,2,56,0
"24160","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24161","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24162","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,4,56,0
"24163","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,4,56,0
"24164","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,4,56,0
"24165","Bombus","research",TRUE,"Bombus borealis",0,2,56,0
"24166","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24167","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24168","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24169","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24170","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24171","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,4,56,0
"24172","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24173","Ceratina","research",TRUE,"Zadontomerus",0,4,8,0
"24174","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24175","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24176","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24177","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24178","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24179","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24180","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24181","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24182","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24183","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24184","Bombus","research",TRUE,"Half-black Bumble Bee",0,3,56,0
"24185","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24186","Bombus","research",TRUE,"Half-black Bumble Bee",1,5,56,0.2
"24187","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24188","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24189","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24190","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24191","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24192","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24193","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24194","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24195","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24196","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24197","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24198","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24199","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24200","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24201","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"24202","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24203","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24204","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24205","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24206","Bombus","needs_id",TRUE,"Pyrobombus",0,3,56,0
"24207","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"24208","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24209","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24210","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24211","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24212","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24213","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24214","Bombus","needs_id",FALSE,"Forest Bumble Bee",0,0,56,NA
"24215","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24216","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24217","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24218","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24219","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24220","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24221","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24222","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24223","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24224","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24225","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24226","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24227","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24228","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24229","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24230","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24231","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24232","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"24233","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24234","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24235","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24236","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24237","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24238","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24239","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24240","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24241","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24242","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24243","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24244","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24245","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24246","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24247","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24248","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24249","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24250","Apidae","casual",FALSE,"Honey Bees, Bumble Bees, and Allies",0,0,NA,NA
"24251","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24252","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24253","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24254","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24255","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24256","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24257","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24258","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24259","Bombus","casual",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24260","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24261","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24262","Apis","research",TRUE,"Western Honey Bee",0,5,1,0
"24263","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24264","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24265","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24266","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24267","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24268","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24269","Bombus","needs_id",TRUE,"Bumble Bees",0,4,56,0
"24270","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24271","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24272","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24273","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24274","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24275","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24276","Bombus","research",TRUE,"Common Eastern Bumble Bee",1,4,56,0.25
"24277","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24278","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24279","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24280","Bombus","research",TRUE,"Common Eastern Bumble Bee",1,4,56,0.25
"24281","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24282","Bombus","casual",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24283","Bombus","casual",FALSE,"Bumble Bees",0,0,56,NA
"24284","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24285","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24286","Bombus","research",TRUE,"Bombus impatiens",0,1,56,0
"24287","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24288","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24289","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24290","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24291","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24292","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24293","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24294","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24295","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24296","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24297","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24298","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24299","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24300","Bombus","casual",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24301","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24302","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24303","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24304","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24305","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24306","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24307","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24308","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24309","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24310","Bombus","needs_id",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24311","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24312","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24313","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24314","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24315","Apinae","casual",FALSE,NA,0,0,NA,NA
"24316","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24317","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24318","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24319","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24320","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24321","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24322","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24323","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24324","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24325","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24326","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24327","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24328","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24329","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24330","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24331","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24332","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24333","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24334","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24335","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24336","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24337","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24338","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24339","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24340","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24341","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24342","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24343","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24344","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24345","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24346","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24347","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24348","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24349","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24350","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24351","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24352","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24353","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24354","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24355","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"24356","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24357","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24358","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24359","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24360","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24361","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24362","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24363","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24364","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24365","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24366","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24367","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24368","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24369","Bombus","casual",FALSE,NA,0,0,56,NA
"24370","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24371","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24372","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24373","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24374","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24375","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24376","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24377","Bombus","casual",FALSE,NA,0,0,56,NA
"24378","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24379","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24380","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24381","Bombus","casual",FALSE,NA,0,0,56,NA
"24382","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24383","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24384","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24385","Bombus","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,1,56,0
"24386","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24387","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24388","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24389","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24390","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
