"","genus","quality_grade","id","comments_count","observed_on","num_identification_agreements","identifications_count","num_identification_disagreements","location","taxon.name","taxon.rank","taxon.id","taxon.taxon_changes_count","taxon.observations_count","user.id","user.observations_count","user.identifications_count","species_count","RatioDisagree"
"22994","Bombus","needs_id",31173442,0,"2019-08-20",1,1,0,"48.8089024043,-64.2585170675","Bombus","genus",52775,1,143140,2095038,40,1,56,0
"22995","Bombus","research",31173011,0,"2019-08-20",2,2,0,"44.63577831,-63.59324024","Bombus ternarius","species",127905,0,4181,538285,1682,2093,56,0
"22996","Bombus","research",31155826,0,"2019-08-16",3,3,0,"45.894935,-66.2721283333","Bombus impatiens","species",118970,0,27111,35757,3626,6819,56,0
"22997","Bombus","research",31155813,0,"2019-08-16",2,2,0,"45.9456733333,-66.1321916667","Bombus ternarius","species",127905,0,4181,35757,3626,6819,56,0
"22998","Bombus","research",31155808,0,"2019-08-16",2,2,0,"45.9456733333,-66.1321916667","Bombus impatiens","species",118970,0,27111,35757,3626,6819,56,0
"22999","Bombus","research",31155807,0,"2019-08-16",2,2,0,"45.9456733333,-66.1321916667","Bombus ternarius","species",127905,0,4181,35757,3626,6819,56,0
"23000","Bombus","needs_id",31153393,0,"2019-08-19",2,2,0,"44.7629383333,-66.7453216667","Bombus","genus",52775,1,143140,264097,3333,133,56,0
"23001","Bombus","needs_id",31148210,0,"2019-07-25",2,2,0,"44.6056716667,-63.46378","Bombus","genus",52775,1,143140,2021976,12,0,56,0
"23002","Apis","research",31147917,0,"2019-08-19",2,2,0,"44.6058216667,-63.4638416667","Apis mellifera","species",47219,1,95272,2021976,12,0,1,0
"23003","Bombus","needs_id",31146406,0,"2019-08-18",0,0,0,"45.9656111111,-66.8221972222","Bombus griseocollis","species",120215,0,8939,459348,42989,4821,56,NA
"23004","Bombus","needs_id",31144322,0,"2019-08-17",1,1,0,"45.8862317761,-66.7560857215","Bombus ternarius","species",127905,0,4181,2051517,30,0,56,0
"23005","Bombus","research",31139056,0,"2019-08-19",1,1,0,"44.6795715648,-63.5758078443","Bombus borealis","species",143854,0,1091,1791402,307,4,56,0
"23006","Bombus","research",31137271,0,"2019-08-19",1,1,0,"44.3730606444,-64.9723146622","Bombus ternarius","species",127905,0,4181,115352,1334,81,56,0
"23007","Bombus","research",31137250,0,"2019-08-16",1,1,0,"45.92963,-66.1285116667","Bombus borealis","species",143854,0,1091,35757,3626,6819,56,0
"23008","Bombus","research",31135948,0,"2019-08-19",1,1,0,"46.2796355451,-63.0432306526","Bombus terricola","species",121517,0,947,1878041,188,53,56,0
"23009","Bombus","research",31135861,1,"2019-08-19",1,1,0,"46.2483634949,-63.1530151367","Bombus fervidus","species",52774,0,1256,1878041,188,53,56,0
"23010","Bombus","needs_id",31128975,0,"2019-08-16",0,0,0,"45.9768996175,-66.6755605935","Psithyrus","subgenus",538893,0,1941,617887,366,47,56,NA
"23011","Bombus","research",31125540,0,"2019-08-19",1,1,0,"44.6500692811,-63.4663601773","Bombus rufocinctus","species",144011,0,1055,1791402,307,4,56,0
"23012","Bombus","research",31123477,0,"2019-08-18",2,2,0,"45.9645083333,-66.8242366667","Bombus impatiens","species",118970,0,27111,459348,42989,4821,56,0
"23013","Bombus","needs_id",31123476,0,"2019-08-18",1,1,0,"45.9657466667,-66.8219466667","Cullumanobombus","subgenus",538890,0,10956,459348,42989,4821,56,0
"23014","Bombus","research",31123472,0,"2019-08-18",1,1,0,"45.9656233333,-66.82208","Bombus ternarius","species",127905,0,4181,459348,42989,4821,56,0
"23015","Bombus","research",31123453,0,"2019-08-18",1,1,0,"45.964525,-66.8241866667","Bombus impatiens","species",118970,0,27111,459348,42989,4821,56,0
"23016","Bombus","research",31123450,0,"2019-08-18",1,1,0,"45.9826933333,-66.7592416667","Bombus impatiens","species",118970,0,27111,459348,42989,4821,56,0
"23017","Bombus","research",31122809,0,"2019-08-19",1,1,0,"46.2484130859,-63.1529884338","Bombus rufocinctus","species",144011,0,1055,1878041,188,53,56,0
"23018","Bombus","research",31121688,0,"2019-08-19",1,1,0,"44.599445,-66.9047216667","Bombus borealis","species",143854,0,1091,264097,3333,133,56,0
"23019","Bombus","needs_id",31121420,0,"2019-08-19",0,0,0,"44.65532,-66.7711116667","Bombus rufocinctus","species",144011,0,1055,264097,3333,133,56,NA
"23020","Bombus","research",31121248,0,"2019-08-19",0,0,0,"44.6143793878,-66.7529140007","Bombus terricola","species",121517,0,947,264097,3333,133,56,NA
"23021","Bombus","research",31118616,0,"2019-08-19",1,1,0,"46.2287635803,-63.1370773315","Bombus bimaculatus","species",52779,0,4755,1878041,188,53,56,0
"23022","Bombus","research",31115088,0,"2019-07-31",2,2,0,"48.3868363942,-69.3527564211","Bombus ternarius","species",127905,0,4181,2051802,1428,26,56,0
"23023","Bombus","needs_id",31112945,4,"2019-08-19",1,1,0,"46.1501050025,-64.6074151177","Bombus bimaculatus","species",52779,0,4755,106673,2695,5574,56,0
"23024","Bombus","research",31111244,0,"2019-08-18",1,1,0,"46.0903945,-64.769495","Bombus impatiens","species",118970,0,27111,241853,4903,8416,56,0
"23025","Bombus","research",31098582,0,"2019-08-03",1,1,0,"44.2647658,-64.2791849","Bombus ternarius","species",127905,0,4181,264273,8208,93,56,0
"23026","Bombus","research",31098554,0,"2019-08-02",1,1,0,"44.2647658,-64.2791849","Bombus ternarius","species",127905,0,4181,264273,8208,93,56,0
"23027","Apinae","needs_id",31096062,0,"2019-08-18",3,3,0,"45.3192165906,-66.7540248615","Apinae","subfamily",199939,1,276615,177316,1067,921,NA,0
"23028","Nomada","needs_id",31081946,0,"2019-08-14",2,2,0,"45.455009,-64.857317","Nomada","genus",53648,0,6067,761669,9646,2,33,0
"23029","Melissodes","needs_id",31080528,0,"2019-08-14",1,1,0,"45.456213,-64.8450433","Eumelissodes","subgenus",563472,0,1272,761669,9646,2,21,0
"23030","Apis","research",31079889,0,"2019-08-18",1,1,0,"45.7935,-62.9923866667","Apis mellifera","species",47219,1,95272,2003470,58,0,1,0
"23031","Melissodes","research",31079397,0,"2019-08-14",1,1,0,"45.456213,-64.8450433","Melissodes druriellus","species",602568,2,117,761669,9646,2,21,0
"23032","Bombus","research",31075740,0,"2019-08-13",1,1,0,"45.4693194,-64.771904","Bombus ternarius","species",127905,0,4181,761669,9646,2,56,0
"23033","Bombus","research",31075663,2,"2019-08-14",1,1,0,"46.2411688122,-62.5964421354","Bombus impatiens","species",118970,0,27111,118475,624,0,56,0
"23034","Bombus","research",31065124,0,"2019-08-18",1,1,0,"44.72662,-66.7522083333","Bombus borealis","species",143854,0,1091,264097,3333,133,56,0
"23035","Bombus","needs_id",31064469,0,"2019-08-17",2,2,0,"44.6116502611,-66.7011079346","Bombus","genus",52775,1,143140,538272,48,0,56,0
"23036","Bombus","research",31063866,0,"2019-08-15",1,1,0,"45.9998191492,-66.764759624","Bombus insularis","species",143036,0,128,1157357,720,255,56,0
"23037","Bombus","research",31061460,0,"2019-08-18",1,1,0,"45.9386695492,-67.1042129025","Bombus ternarius","species",127905,0,4181,2056554,204,13,56,0
"23038","Bombus","needs_id",31054448,0,"2019-08-18",2,2,0,"45.3504000139,-61.3558853511","Bombus","genus",52775,1,143140,1667405,108,0,56,0
"23039","Melissodes","research",31048614,0,"2019-08-12",1,1,0,"45.4693194,-64.771904","Melissodes illatus","species",747145,1,19,761669,9646,2,21,0
"23040","Bombus","needs_id",31048098,0,"2019-07-15",1,1,0,"44.7647083333,-66.75097","Bombus impatiens","species",118970,0,27111,19322,1482,198,56,0
"23041","Bombus","needs_id",31047786,0,"2019-08-16",1,1,0,"45.9351796423,-66.1453122655","Bombus ternarius","species",127905,0,4181,468531,1456,2195,56,0
"23042","Bombus","research",31032996,0,"2019-08-16",1,1,0,"45.2399863666,-66.8022555085","Bombus ternarius","species",127905,0,4181,177316,1067,921,56,0
"23043","Epeolus","needs_id",31031044,0,"2019-08-16",1,1,0,"45.8906730488,-66.1603906151","Epeolus scutellaris","species",198862,0,44,35757,3626,6819,12,0
"23044","Bombus","research",31024797,0,"2019-08-17",1,1,0,"46.4848133689,-63.3965905197","Bombus impatiens","species",118970,0,27111,2006351,48,0,56,0
"23045","Bombus","research",31022282,0,"2019-08-16",1,1,0,"44.6459018326,-63.7124471632","Bombus ternarius","species",127905,0,4181,545640,4395,1984,56,0
"23046","Bombus","needs_id",31020115,0,"2019-08-10",3,3,0,"46.0913551049,-64.7237294888","Bombus","genus",52775,1,143140,1269416,139,0,56,0
"23047","Bombus","research",31006635,0,"2019-08-17",1,1,0,"45.5886466667,-60.6904066667","Bombus ternarius","species",127905,0,4181,570815,1789,2506,56,0
"23048","Bombus","research",31006632,0,"2019-08-17",1,1,0,"45.5884316667,-60.689895","Bombus borealis","species",143854,0,1091,570815,1789,2506,56,0
"23049","Bombus","needs_id",31003001,0,"2019-08-17",2,2,0,"44.4075012207,-64.5972213745","Pyrobombus","subgenus",538900,0,63340,1066513,424,49,56,0
"23050","Bombus","research",31002781,0,"2019-08-16",2,2,0,"45.9667486185,-66.0279428428","Bombus ternarius","species",127905,0,4181,18062,7673,11345,56,0
"23051","Bombus","needs_id",31001016,0,"2019-08-16",2,2,0,"45.94791986,-66.64229409","Pyrobombus","subgenus",538900,0,63340,644821,173,0,56,0
"23052","Bombus","needs_id",30985978,0,"2019-08-16",1,1,0,"45.8539138572,-66.1922407603","Bombus ternarius","species",127905,0,4181,35757,3626,6819,56,0
"23053","Bombus","needs_id",30985969,0,"2019-08-16",1,1,0,"45.9189969859,-66.1540294024","Bombus ternarius","species",127905,0,4181,35757,3626,6819,56,0
"23054","Bombus","research",30983061,0,"2019-08-16",1,1,0,"45.9662238763,-66.0526574986","Bombus ternarius","species",127905,0,4181,35757,3626,6819,56,0
"23055","Bombus","research",30982194,0,"2019-08-16",1,1,0,"46.2153166667,-63.1004305","Bombus borealis","species",143854,0,1091,241853,4903,8416,56,0
"23056","Bombus","research",30980579,0,"2019-08-03",1,1,0,"45.1190625019,-64.2156265519","Bombus terricola","species",121517,0,947,1047175,1395,108,56,0
"23057","Bombus","research",30967558,0,"2019-08-16",1,1,0,"45.9621116667,-66.6372533333","Bombus impatiens","species",118970,0,27111,217571,1342,1779,56,0
"23058","Bombus","research",30966175,0,"2019-08-16",1,1,0,"44.4945116667,-63.9140133333","Bombus ternarius","species",127905,0,4181,5806,47,0,56,0
"23059","Melissodes","needs_id",30964392,0,"2019-08-08",1,1,0,"45.9502721,-64.3404377","Eumelissodes","subgenus",563472,0,1272,761669,9646,2,21,0
"23060","Bombus","needs_id",30964380,1,"2019-08-16",1,1,0,"45.9111858136,-66.0582402993","Bombus","genus",52775,1,143140,468531,1456,2195,56,0
"23061","Triepeolus","needs_id",30964213,0,"2019-08-08",1,1,0,"45.9502721,-64.3404377","Triepeolus","genus",178745,0,543,761669,9646,2,10,0
"23062","Bombus","research",30964142,0,"2019-08-16",1,1,0,"45.9147676905,-66.0467280343","Bombus ternarius","species",127905,0,4181,468531,1456,2195,56,0
"23063","Bombus","needs_id",30964137,0,"2019-08-16",1,1,0,"45.9457466667,-66.1323778333","Bombus ternarius","species",127905,0,4181,1087968,23,0,56,0
"23064","Triepeolus","needs_id",30963590,1,"2019-08-08",1,1,0,"45.9502721,-64.3404377","Triepeolus","genus",178745,0,543,761669,9646,2,10,0
"23065","Bombus","research",30963589,0,"2019-08-16",1,1,0,"45.8262601226,-66.1940221916","Bombus ternarius","species",127905,0,4181,264097,3333,133,56,0
"23066","Epeolus","needs_id",30963383,0,"2019-08-08",1,1,0,"45.9502721,-64.3404377","Epeolus","genus",154666,0,283,761669,9646,2,12,0
"23067","Melissodes","needs_id",30963109,1,"2019-08-08",1,1,0,"45.9502721,-64.3404377","Eumelissodes","subgenus",563472,0,1272,761669,9646,2,21,0
"23068","Bombus","needs_id",30961466,0,"2019-08-16",0,0,0,"45.8221688593,-60.1354449745","Bombus","genus",52775,1,143140,318050,8015,118,56,NA
"23069","Bombus","research",30960081,0,"2019-08-16",1,1,0,"45.8219470263,-60.1077811305","Bombus ternarius","species",127905,0,4181,318050,8015,118,56,0
"23070","Bombus","research",30952462,0,"2019-08-16",1,1,0,"46.2746895976,-60.0963132428","Bombus terricola","species",121517,0,947,234645,345,174,56,0
"23071","Bombus","research",30948452,0,"2019-08-03",1,1,0,"45.8823288672,-65.7717163861","Bombus borealis","species",143854,0,1091,617887,366,47,56,0
"23072","Bombus","research",30946519,0,"2019-08-07",1,1,0,"45.2633624261,-66.0537531332","Bombus ternarius","species",127905,0,4181,1025613,893,22,56,0
"23073","Bombus","research",30944861,0,"2019-08-04",1,1,0,"45.1544921054,-66.2280065904","Bombus borealis","species",143854,0,1091,1025613,893,22,56,0
"23074","Bombus","research",30944064,0,"2019-07-31",0,0,0,"48.3867747671,-69.353075604","Bombus ternarius","species",127905,0,4181,2051802,1428,26,56,NA
"23075","Bombus","research",30944042,0,"2019-07-31",1,1,0,"48.3867747671,-69.353075604","Bombus ternarius","species",127905,0,4181,2051802,1428,26,56,0
"23076","Bombus","research",30943087,0,"2019-07-31",1,1,0,"48.3867390203,-69.353101085","Bombus ternarius","species",127905,0,4181,2051802,1428,26,56,0
"23077","Bombus","research",30942642,3,"2019-08-07",1,1,0,"44.7634762974,-66.7461856939","Bombus borealis","species",143854,0,1091,2009657,16,0,56,0
"23078","Bombus","research",30939517,0,"2019-08-12",1,1,0,"45.6137768,-65.0316309","Bombus ternarius","species",127905,0,4181,1117480,496,108,56,0
"23079","Bombus","needs_id",30939482,0,"2019-08-12",0,0,0,"45.6137768,-65.0316309","Bombus vagans","species",128670,1,1558,1117480,496,108,56,NA
"23080","Bombus","research",30930032,0,"2019-08-16",2,2,0,"45.16704535,-64.42368859","Bombus impatiens","species",118970,0,27111,2133334,4,0,56,0
"23081","Bombus","research",30912357,0,"2019-08-13",2,2,0,"45.9383965177,-67.1057974175","Bombus impatiens","species",118970,0,27111,2056554,204,13,56,0
"23082","Bombus","research",30909581,0,"2019-08-15",1,1,0,"45.9633983333,-66.6390916667","Bombus rufocinctus","species",144011,0,1055,35757,3626,6819,56,0
"23083","Bombus","research",30909575,0,"2019-08-15",1,1,0,"45.9627966667,-66.638065","Bombus impatiens","species",118970,0,27111,35757,3626,6819,56,0
"23084","Bombus","research",30908000,0,"2019-08-08",1,1,0,"45.9502721,-64.3404377","Bombus impatiens","species",118970,0,27111,761669,9646,2,56,0
"23085","Epeolus","needs_id",30906948,0,"2019-08-07",1,1,0,"45.471624,-64.830108","Epeolus","genus",154666,0,283,761669,9646,2,12,0
"23086","Bombus","research",30896428,0,"2019-08-15",1,1,0,"45.9999580383,-62.5203590393","Bombus impatiens","species",118970,0,27111,1878041,188,53,56,0
"23087","Bombus","needs_id",30887854,0,"2019-08-15",0,0,0,"46.0740166667,-60.288175","Bombus","genus",52775,1,143140,112902,2842,11373,56,NA
"23088","Bombus","research",30887812,0,"2019-08-15",1,1,0,"46.0756195,-60.288795","Bombus perplexus","species",155085,0,1312,112902,2842,11373,56,0
"23089","Bombus","research",30887642,0,"2019-08-15",1,1,0,"46.0749666667,-60.2884916667","Bombus ternarius","species",127905,0,4181,112902,2842,11373,56,0
"23090","Bombus","research",30887579,0,"2019-08-15",1,1,0,"46.074375,-60.2882466667","Bombus borealis","species",143854,0,1091,112902,2842,11373,56,0
"23091","Apis","research",30887551,0,"2019-08-15",1,1,0,"46.0743778333,-60.2882466667","Apis mellifera","species",47219,1,95272,112902,2842,11373,1,0
"23092","Bombus","research",30887520,0,"2019-08-15",1,1,0,"46.1093260855,-60.2976479945","Bombus terricola","species",121517,0,947,112902,2842,11373,56,0
"23093","Bombus","needs_id",30875880,0,"2019-08-15",1,1,0,"46.7931138746,-65.1266143966","Bombus perplexus","species",155085,0,1312,501434,1036,150,56,0
"23094","Bombus","needs_id",30875804,0,"2019-08-15",1,1,0,"46.7929375863,-65.1262281585","Bombus perplexus","species",155085,0,1312,501434,1036,150,56,0
"23095","Bombus","needs_id",30875482,0,"2019-08-15",1,1,0,"46.7929375863,-65.1263998199","Bombus ternarius","species",127905,0,4181,501434,1036,150,56,0
"23096","Bombus","needs_id",30871535,1,"2019-08-15",1,1,0,"45.7884917053,-61.4815418252","Bombus vagans","species",128670,1,1558,1038881,356,0,56,0
"23097","Bombus","research",30864118,0,"2019-08-14",1,1,0,"45.6265472038,-65.0586371975","Bombus perplexus","species",155085,0,1312,107551,4593,13377,56,0
"23098","Bombus","research",30864088,0,"2019-08-06",2,2,0,"47.251499604,-65.9931450581","Bombus terricola","species",121517,0,947,1990438,30,0,56,0
"23099","Bombus","research",30861718,0,"2019-08-14",2,2,0,"46.39397,-63.343205","Bombus borealis","species",143854,0,1091,241853,4903,8416,56,0
"23100","Bombus","research",30853044,0,"2019-08-14",2,2,0,"46.3942616667,-63.3425866667","Bombus ternarius","species",127905,0,4181,241853,4903,8416,56,0
"23101","Bombus","research",30852448,0,"2019-08-14",3,3,0,"45.1314790131,-66.5524928101","Bombus borealis","species",143854,0,1091,177316,1067,921,56,0
"23102","Bombus","research",30846006,0,"2019-08-09",2,2,0,"45.1393667512,-61.9842282884","Bombus ternarius","species",127905,0,4181,1047175,1395,108,56,0
"23103","Bombus","research",30846003,0,"2019-08-09",2,2,0,"45.0126660511,-62.0996229459","Bombus ternarius","species",127905,0,4181,1047175,1395,108,56,0
"23104","Epeolus","research",30845184,0,"2019-08-05",1,1,0,"45.467651,-64.830194","Epeolus scutellaris","species",198862,0,44,761669,9646,2,12,0
"23105","Bombus","needs_id",30839480,0,"2019-08-14",2,2,0,"46.0635216168,-66.2877393678","Pyrobombus","subgenus",538900,0,63340,177046,1620,2535,56,0
"23106","Bombus","research",30839478,0,"2019-08-14",2,2,0,"46.0628367356,-66.2869293407","Bombus ternarius","species",127905,0,4181,177046,1620,2535,56,0
"23107","Bombus","research",30838816,0,"2019-08-14",2,2,0,"45.5520304215,-62.6318084416","Bombus terricola","species",121517,0,947,785,105,71,56,0
"23108","Bombus","research",30834299,0,"2019-08-14",1,1,0,"44.6601904529,-63.504972446","Bombus bimaculatus","species",52779,0,4755,1791402,307,4,56,0
"23109","Bombus","needs_id",30808317,0,"2019-08-08",1,1,0,"46.10435186,-64.77420334","Bombus bimaculatus","species",52779,0,4755,2131036,1,0,56,0
"23110","Bombus","research",30785084,0,"2019-08-11",3,3,0,"43.8179166667,-64.8359616667","Bombus ternarius","species",127905,0,4181,567048,113,0,56,0
"23111","Bombus","research",30782252,0,"2019-08-12",3,3,0,"46.108302034,-66.2167690906","Bombus borealis","species",143854,0,1091,177046,1620,2535,56,0
"23112","Bombus","research",30782244,0,"2019-08-12",3,3,0,"46.1421154668,-66.1895507484","Bombus ternarius","species",127905,0,4181,177046,1620,2535,56,0
"23113","Bombus","research",30782238,1,"2019-08-12",1,1,0,"46.1317509649,-66.1901792466","Bombus ternarius","species",127905,0,4181,177046,1620,2535,56,0
"23114","Bombus","research",30782235,0,"2019-08-12",2,2,0,"46.1317230823,-66.1897885441","Bombus ternarius","species",127905,0,4181,177046,1620,2535,56,0
"23115","Bombus","research",30782234,1,"2019-08-12",1,1,0,"46.1317285656,-66.1890263498","Bombus ternarius","species",127905,0,4181,177046,1620,2535,56,0
"23116","Bombus","needs_id",30780195,0,"2019-08-13",2,2,0,"45.5034576222,-62.7183795026","Bombus","genus",52775,1,143140,785,105,71,56,0
"23117","Bombus","research",30780193,0,"2019-08-13",1,1,0,"45.488416549,-62.7579284345","Bombus impatiens","species",118970,0,27111,785,105,71,56,0
"23118","Bombus","research",30775690,0,"2019-08-13",1,1,0,"45.28881073,-66.0608139038","Bombus ternarius","species",127905,0,4181,2018294,55,8,56,0
"23119","Bombus","research",30775685,0,"2019-08-13",2,2,0,"45.3405195728,-62.666838816","Bombus ternarius","species",127905,0,4181,785,105,71,56,0
"23120","Bombus","research",30775679,0,"2019-08-13",1,1,0,"45.3405195728,-62.666838816","Bombus ternarius","species",127905,0,4181,785,105,71,56,0
"23121","Bombus","needs_id",30773670,0,"2019-08-13",2,2,0,"44.6921758759,-63.0630528868","Bombus","genus",52775,1,143140,2093919,20,0,56,0
"23122","Bombus","research",30765406,0,"2019-08-13",1,1,0,"44.1714466667,-66.1381083333","Bombus vagans","species",128670,1,1558,1746170,417,0,56,0
"23123","Bombus","needs_id",30761171,0,"2019-08-13",1,1,0,"44.6402866667,-63.5685","Bombus bimaculatus","species",52779,0,4755,1498462,671,103,56,0
"23124","Bombus","research",30758143,0,"2019-08-13",1,1,0,"46.7979860237,-60.9959816506","Bombus terricola","species",121517,0,947,548204,174,20,56,0
"23125","Bombus","research",30753937,0,"2019-07-31",1,1,0,"45.4693194,-64.771904","Bombus borealis","species",143854,0,1091,761669,9646,2,56,0
"23126","Melissodes","research",30753844,0,"2019-07-31",1,1,0,"45.4693194,-64.771904","Melissodes illatus","species",747145,1,19,761669,9646,2,21,0
"23127","Melissodes","research",30753593,0,"2019-07-31",1,1,0,"45.4693194,-64.771904","Melissodes illatus","species",747145,1,19,761669,9646,2,21,0
"23128","Bombus","research",30752425,0,"2019-08-12",1,1,0,"46.1709916667,-60.092025","Bombus rufocinctus","species",144011,0,1055,479031,19762,17375,56,0
"23129","Bombus","research",30752400,0,"2019-08-12",1,1,0,"46.1709366667,-60.092055","Bombus rufocinctus","species",144011,0,1055,479031,19762,17375,56,0
"23130","Bombus","research",30752352,0,"2019-08-12",1,1,0,"46.1709183333,-60.0920416667","Bombus rufocinctus","species",144011,0,1055,479031,19762,17375,56,0
"23131","Bombus","research",30752318,0,"2019-08-12",2,2,0,"46.1709133333,-60.0920133333","Bombus rufocinctus","species",144011,0,1055,479031,19762,17375,56,0
"23132","Bombus","research",30748188,0,"2019-07-30",1,1,0,"45.456093,-64.845386","Bombus ternarius","species",127905,0,4181,761669,9646,2,56,0
"23133","Bombus","research",30743696,0,"2019-07-30",1,1,0,"45.4693194,-64.771904","Bombus ternarius","species",127905,0,4181,761669,9646,2,56,0
"23134","Ceratina","needs_id",30743626,0,"2019-07-30",2,2,0,"45.4693194,-64.771904","Zadontomerus","subgenus",468067,0,3385,761669,9646,2,8,0
"23135","Bombus","research",30726584,0,"2019-08-09",1,1,0,"47.5948762758,-66.9357308813","Bombus terricola","species",121517,0,947,1192685,131,14,56,0
"23136","Bombus","research",30717536,0,"2019-08-12",1,1,0,"46.2340028786,-63.0956840515","Bombus bimaculatus","species",52779,0,4755,497404,578,449,56,0
"23137","Bombus","research",30717315,0,"2019-08-12",1,1,0,"45.4529155913,-62.7945247903","Bombus borealis","species",143854,0,1091,785,105,71,56,0
"23138","Bombus","research",30714388,1,"2019-08-12",1,1,0,"46.00016437,-62.52055812","Bombus perplexus","species",155085,0,1312,1878041,188,53,56,0
"23139","Bombus","research",30712446,0,"2019-08-12",1,1,0,"46.0440502688,-66.5809967106","Bombus ternarius","species",127905,0,4181,972682,142,31,56,0
"23140","Bombus","research",30706602,0,"2019-08-12",1,1,0,"45.0880611667,-64.3600916667","Bombus borealis","species",143854,0,1091,960324,137,0,56,0
"23141","Bombus","research",30703548,0,"2019-08-12",1,1,0,"45.488416549,-62.7579284345","Bombus ternarius","species",127905,0,4181,785,105,71,56,0
"23142","Bombus","research",30689570,0,"2019-08-12",1,1,0,"46.6965028992,-60.381948047","Bombus ternarius","species",127905,0,4181,798576,297,1695,56,0
"23143","Bombus","needs_id",30689131,1,"2019-08-11",1,1,0,"46.7716283333,-60.3329016667","Bombus perplexus","species",155085,0,1312,112902,2842,11373,56,0
"23144","Bombus","research",30689127,1,"2019-08-11",2,2,0,"46.7712833333,-60.33257","Bombus fernaldae","species",198858,0,263,112902,2842,11373,56,0
"23145","Bombus","research",30689123,0,"2019-08-11",1,1,0,"46.7711466667,-60.3325083333","Bombus perplexus","species",155085,0,1312,112902,2842,11373,56,0
"23146","Bombus","research",30689114,0,"2019-08-11",1,1,0,"46.7712716667,-60.33085","Bombus perplexus","species",155085,0,1312,112902,2842,11373,56,0
"23147","Bombus","research",30689097,0,"2019-08-11",1,1,0,"46.7712016667,-60.3325316667","Bombus ternarius","species",127905,0,4181,112902,2842,11373,56,0
"23148","Bombus","research",30689088,0,"2019-08-11",1,1,0,"46.734161315,-60.343790007","Bombus terricola","species",121517,0,947,112902,2842,11373,56,0
"23149","Bombus","research",30684111,0,"2019-08-08",1,1,0,"46.4195632935,-62.9478263855","Bombus citrinus","species",198859,0,517,1878041,188,53,56,0
"23150","Bombus","needs_id",30678168,0,"2019-08-11",0,0,0,"46.20867,-60.314915","Bombus","genus",52775,1,143140,479031,19762,17375,56,NA
"23151","Bombus","research",30677986,0,"2019-08-11",1,1,0,"46.2081666667,-60.3148966667","Bombus ternarius","species",127905,0,4181,479031,19762,17375,56,0
"23152","Bombus","research",30677972,0,"2019-08-02",2,2,0,"46.41456,-65.6818233333","Bombus ternarius","species",127905,0,4181,177046,1620,2535,56,0
"23153","Bombus","research",30677968,0,"2019-08-02",2,2,0,"46.4140766667,-65.6810933333","Bombus ternarius","species",127905,0,4181,177046,1620,2535,56,0
"23154","Bombus","research",30677966,0,"2019-08-02",1,1,0,"46.3916153211,-65.6840237318","Bombus terricola","species",121517,0,947,177046,1620,2535,56,0
"23155","Bombus","research",30677944,0,"2019-08-11",1,1,0,"46.2085683333,-60.3148766667","Bombus ternarius","species",127905,0,4181,479031,19762,17375,56,0
"23156","Bombus","needs_id",30677915,0,"2019-08-11",0,0,0,"46.20869,-60.3149183333","Bombus","genus",52775,1,143140,479031,19762,17375,56,NA
"23157","Bombus","needs_id",30677883,0,"2019-08-11",1,1,0,"46.2085816667,-60.31486","Bombus fernaldae","species",198858,0,263,479031,19762,17375,56,0
"23158","Bombus","research",30661163,0,"2019-08-11",1,1,0,"45.0782861667,-67.0583721667","Bombus impatiens","species",118970,0,27111,797224,423,234,56,0
"23159","Bombus","needs_id",30660231,0,"2019-08-11",1,1,0,"45.2041383707,-66.9491288824","Bombus borealis","species",143854,0,1091,177316,1067,921,56,0
"23160","Apis","research",30658179,0,"2019-08-11",2,2,0,"45.3862202434,-63.2693855295","Apis mellifera","species",47219,1,95272,2069445,58,0,1,0
"23161","Apis","research",30652903,0,"2019-08-11",2,2,0,"44.6399917603,-63.6493148804","Apis mellifera","species",47219,1,95272,1147069,149,0,1,0
"23162","Bombus","research",30650367,0,"2019-08-11",1,1,0,"44.6411651,-63.7841385667","Bombus ternarius","species",127905,0,4181,545640,4395,1984,56,0
"23163","Bombus","research",30650364,0,"2019-08-11",1,1,0,"44.6410933349,-63.7841114201","Bombus ternarius","species",127905,0,4181,545640,4395,1984,56,0
"23164","Bombus","research",30641590,0,"2019-08-10",1,1,0,"44.6692883333,-63.5715716667","Bombus impatiens","species",118970,0,27111,2003470,58,0,56,0
"23165","Bombus","research",30641522,0,"2019-08-10",1,1,0,"44.67315,-63.5731616667","Bombus impatiens","species",118970,0,27111,2003470,58,0,56,0
"23166","Triepeolus","needs_id",30638936,0,"2019-08-11",0,0,0,"46.0788438237,-66.0977700237","Triepeolus pectoralis","species",199014,0,14,177046,1620,2535,10,NA
"23167","Bombus","research",30637231,0,"2019-08-11",1,1,0,"46.249589,-63.1281863","Bombus impatiens","species",118970,0,27111,508688,390,20,56,0
"23168","Bombus","research",30631059,0,"2019-08-11",2,2,0,"45.9866704872,-60.1486124522","Bombus ternarius","species",127905,0,4181,318050,8015,118,56,0
"23169","Apis","research",30627162,0,"2019-08-11",1,1,0,"44.6424616667,-63.582755","Apis mellifera","species",47219,1,95272,1345012,80,0,1,0
"23170","Bombus","research",30627049,0,"2019-08-11",1,1,0,"44.6429216667,-63.5814166667","Bombus impatiens","species",118970,0,27111,1345012,80,0,56,0
