"genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count"
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Bombus ternarius",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Bombus rufocinctus",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","casual",FALSE,"Western Honey Bee",0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Peponapis","research",TRUE,"Pruinose Squash Bee",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",1,4
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Eucerini","needs_id",TRUE,"Long-horned Bees",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Pyrobombus",0,0
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Apis","casual",TRUE,"Abeja europea",0,1
"Bombus","needs_id",TRUE,"Cullumanobombus",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","casual",FALSE,"bombus bimaculatus",0,0
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"American Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Melissodes","needs_id",TRUE,"Long-horned Bees",0,1
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Melissodes","needs_id",TRUE,"Eumelissodes",0,2
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",TRUE,"Half-black Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","casual",FALSE,"Common Eastern Bumble Bee",0,0
"Melissodes","needs_id",TRUE,"Melissodes",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,3
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",1,4
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Bombus","research",TRUE,"Bombus griseocollis",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Ceratina","research",TRUE,"Small Carpenter Bees",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Melissodes","needs_id",TRUE,"Eumelissodes",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Melissodes","research",TRUE,"Melissodes druriellus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Melissodes","needs_id",TRUE,"Melissodes",1,4
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Nomada","research",TRUE,"Articulated Cuckoo Nomad Bee",0,2
"Nomada","research",TRUE,"Articulated Cuckoo Nomad Bee",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","casual",FALSE,"Bumble Bees",0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Anthophora","research",TRUE,"Bumble-bee-mimic Digger Bee",0,3
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Anthophora","research",TRUE,"Bumble-bee-mimic Anthophora",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Ceratina","casual",FALSE,"ceratina",0,0
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Brown-belted Bumble Bee",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,4
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,3
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",1,4
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,3
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",1,4
"Nomada","needs_id",TRUE,"Nomad Bees",0,5
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Xylocopa","research",TRUE,"Xylocopa virginica virginica",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",1,4
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Xylocopa","research",TRUE,"abeille charpentière",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Ceratina","research",TRUE,"Small Carpenter Bees",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Anthophora","needs_id",TRUE,"Anthophora terminalis",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Bombus",0,3
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,3
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","casual",FALSE,"Queen honey bee",0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,3
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Apis","research",TRUE,"Western Honey Bee",0,3
"Ceratina","needs_id",TRUE,"Zadontomerus",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Apidae","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,3
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Ceratina","research",TRUE,"Small Carpenter Bees",1,4
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,3
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","research",TRUE,"Bombus impatiens",0,1
"Bombus","research",TRUE,"American Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Bombus","research",TRUE,"Bombus ternarius",0,2
